order_id,order_placed_at,order_delivered_at
1525086,04-03-2023 13:26,41:53.2
1525087,04-03-2023 13:27,42:48.8
1525088,04-03-2023 13:27,43:22.0
1525089,04-03-2023 13:29,44:40.3
1525090,04-03-2023 13:34,49:53.5
1525091,04-03-2023 13:42,57:34.3
1525092,04-03-2023 13:44,05:15.8
1525093,04-03-2023 13:45,02:58.6
1525094,04-03-2023 13:46,01:33.2
1525095,04-03-2023 13:50,05:49.0
1525096,04-03-2023 13:52,09:53.4
1525097,04-03-2023 13:52,07:18.9
1525098,04-03-2023 13:54,12:54.9
1525099,04-03-2023 13:56,11:35.8
1525100,04-03-2023 13:58,13:54.7
1525101,04-03-2023 14:01,23:06.8
1525102,04-03-2023 14:02,17:30.9
1525103,04-03-2023 14:04,22:21.8
1525104,04-03-2023 14:05,21:03.4
1525105,04-03-2023 14:10,25:31.5
1525106,04-03-2023 14:12,28:36.0
1525107,04-03-2023 14:18,33:48.8
1525108,04-03-2023 14:19,35:21.4
1525109,04-03-2023 14:19,34:26.1
1525110,04-03-2023 14:21,38:13.5
1525111,04-03-2023 14:28,50:01.4
1525112,04-03-2023 14:34,50:02.8
1525113,04-03-2023 14:35,51:18.7
1525114,04-03-2023 14:46,02:41.2
1525115,04-03-2023 14:46,01:45.7
1525116,04-03-2023 14:51,07:40.1
1525117,04-03-2023 14:52,07:37.1
1525118,04-03-2023 14:54,29:45.8
1525119,04-03-2023 14:57,14:06.1
1525120,04-03-2023 14:57,12:30.5
1525121,04-03-2023 15:00,16:17.0
1525122,04-03-2023 15:07,23:21.8
1525123,04-03-2023 15:09,25:03.1
1525124,04-03-2023 15:15,30:53.3
1525125,04-03-2023 15:16,36:47.3
1525126,04-03-2023 15:17,34:28.5
1525127,04-03-2023 15:19,36:17.2
1525128,04-03-2023 15:24,39:57.8
1525129,04-03-2023 15:30,45:05.5
1525130,04-03-2023 15:30,45:55.1
1525131,04-03-2023 15:36,52:24.3
1525132,04-03-2023 15:38,54:00.3
1525133,04-03-2023 15:39,56:12.2
1525134,04-03-2023 15:39,07:44.1
1525135,04-03-2023 15:40,55:30.5
1525136,04-03-2023 15:40,59:12.9
1525137,04-03-2023 15:42,58:30.5
1525138,04-03-2023 15:47,03:42.4
1525139,04-03-2023 15:55,13:40.3
1525140,04-03-2023 15:57,17:11.3
1525141,04-03-2023 15:58,14:39.4
1525142,04-03-2023 16:00,18:03.7
1525143,04-03-2023 16:04,38:42.4
1525144,04-03-2023 16:04,19:11.9
1525145,04-03-2023 16:06,21:19.0
1525146,04-03-2023 16:06,22:58.4
1525147,04-03-2023 16:10,25:50.7
1525148,04-03-2023 16:12,45:59.4
1525149,04-03-2023 16:14,30:03.7
1525150,04-03-2023 16:15,31:07.1
1525151,04-03-2023 16:18,34:58.6
1525152,04-03-2023 16:19,50:28.2
1525153,04-03-2023 16:24,42:15.6
1525154,04-03-2023 16:25,42:19.3
1525155,04-03-2023 16:25,41:01.9
1525156,04-03-2023 16:26,44:54.0
1525157,04-03-2023 16:29,45:22.6
1525158,04-03-2023 16:29,03:19.5
1525159,04-03-2023 16:30,45:59.4
1525160,04-03-2023 16:31,47:22.7
1525161,04-03-2023 16:38,54:00.2
1525162,04-03-2023 16:39,54:22.0
1525163,04-03-2023 16:47,03:32.6
1525164,04-03-2023 16:55,11:36.8
1525165,04-03-2023 17:02,17:35.6
1525166,04-03-2023 17:03,21:40.0
1525167,04-03-2023 17:04,27:13.7
1525168,04-03-2023 17:05,22:07.0
1525169,04-03-2023 17:06,21:29.3
1525170,04-03-2023 17:10,26:08.2
1525171,04-03-2023 17:11,27:09.4
1525172,04-03-2023 17:16,31:09.6
1525173,04-03-2023 17:16,31:30.1
1525174,04-03-2023 17:20,36:31.5
1525175,04-03-2023 17:20,36:40.8
1525176,04-03-2023 17:22,37:43.7
1525177,04-03-2023 17:27,43:07.9
1525178,04-03-2023 17:29,46:15.8
1525179,04-03-2023 17:31,46:52.2
1525180,04-03-2023 17:32,47:21.1
1525181,04-03-2023 17:33,48:36.1
1525182,04-03-2023 17:34,51:47.4
1525183,04-03-2023 17:34,50:17.7
1525184,04-03-2023 17:35,52:02.6
1525185,04-03-2023 17:38,56:12.1
1525186,04-03-2023 17:44,00:50.3
1525187,04-03-2023 17:44,59:30.8
1525188,04-03-2023 17:45,00:50.3
1525189,04-03-2023 17:45,01:21.9
1525190,04-03-2023 17:49,05:38.8
1525191,04-03-2023 17:52,10:30.3
1525192,04-03-2023 17:52,07:45.1
1525193,04-03-2023 17:53,08:22.9
1525194,04-03-2023 17:55,36:32.5
1525195,04-03-2023 18:00,16:26.9
1525196,04-03-2023 18:07,23:38.3
1525197,04-03-2023 18:09,24:50.8
1525198,04-03-2023 18:13,28:40.9
1525199,04-03-2023 18:13,28:53.7
1525200,04-03-2023 18:14,29:21.4
1525201,04-03-2023 18:14,31:39.8
1525202,04-03-2023 18:16,33:37.6
1525203,04-03-2023 18:22,37:35.2
1525204,04-03-2023 18:22,41:59.8
1525205,04-03-2023 18:27,43:56.8
1525206,04-03-2023 18:28,47:41.7
1525207,04-03-2023 18:33,49:00.5
1525208,04-03-2023 18:35,52:59.4
1525209,04-03-2023 18:44,01:37.3
1525210,04-03-2023 18:48,05:02.6
1525211,04-03-2023 18:57,14:03.9
1525212,04-03-2023 18:58,17:16.0
1525213,04-03-2023 19:00,16:00.7
1525214,04-03-2023 19:02,18:35.6
1525215,04-03-2023 19:05,21:26.2
1525216,04-03-2023 19:06,24:26.9
1525217,04-03-2023 19:08,24:01.9
1525218,04-03-2023 19:08,25:27.9
1525219,04-03-2023 19:09,24:39.5
1525220,04-03-2023 19:09,26:05.5
1525221,04-03-2023 19:13,31:11.2
1525222,04-03-2023 19:16,32:08.7
1525223,04-03-2023 19:18,33:29.8
1525224,04-03-2023 19:25,41:28.6
1525225,04-03-2023 19:27,49:43.7
1525226,04-03-2023 19:28,43:14.7
1525227,04-03-2023 19:31,49:22.2
1525228,04-03-2023 19:31,46:58.8
1525229,04-03-2023 19:31,46:58.8
1525230,04-03-2023 19:32,47:16.9
1525231,04-03-2023 19:33,48:26.3
1525232,04-03-2023 19:34,52:53.0
1525233,04-03-2023 19:39,54:10.7
1525234,04-03-2023 19:39,57:25.9
1525235,04-03-2023 19:48,05:11.4
1525236,04-03-2023 19:50,06:09.5
1525237,04-03-2023 19:50,07:17.1
1525238,04-03-2023 19:51,06:16.5
1525239,04-03-2023 19:52,09:05.1
1525240,04-03-2023 20:01,16:43.8
1525241,04-03-2023 20:03,21:31.4
1525242,04-03-2023 20:04,19:44.4
1525243,04-03-2023 20:07,24:12.0
1525244,04-03-2023 20:08,46:56.2
1525245,04-03-2023 20:10,26:29.3
1525246,04-03-2023 20:10,25:48.3
1525247,04-03-2023 20:19,35:42.4
1525248,04-03-2023 20:20,36:48.1
1525249,04-03-2023 20:22,37:47.5
1525250,04-03-2023 20:22,57:45.5
1525251,04-03-2023 20:24,39:26.0
1525252,04-03-2023 20:27,42:41.7
1525253,04-03-2023 20:29,49:24.9
1525254,04-03-2023 20:31,47:28.7
1525255,04-03-2023 20:32,54:10.1
1525256,04-03-2023 20:37,58:21.1
1525257,04-03-2023 20:37,53:55.3
1525258,04-03-2023 20:39,54:46.7
1525259,04-03-2023 20:39,54:57.7
1525260,04-03-2023 20:42,57:55.4
1525261,04-03-2023 20:44,59:43.3
1525262,04-03-2023 20:51,07:48.5
1525263,04-03-2023 20:51,08:42.6
1525264,04-03-2023 20:52,07:53.9
1525265,04-03-2023 20:54,09:43.6
1525266,04-03-2023 20:54,22:14.5
1525267,04-03-2023 21:00,00:28.0
1525268,04-03-2023 21:02,17:50.8
1525269,04-03-2023 21:04,19:51.2
1525270,04-03-2023 21:07,22:19.9
1525271,04-03-2023 21:09,25:01.4
1525272,04-03-2023 21:10,26:11.6
1525273,04-03-2023 21:10,25:53.6
1525274,04-03-2023 21:10,25:54.8
1525275,04-03-2023 21:12,29:51.2
1525276,04-03-2023 21:12,29:31.1
1525277,04-03-2023 21:14,31:44.0
1525278,04-03-2023 21:17,44:49.2
1525279,04-03-2023 21:21,41:27.4
1525280,04-03-2023 21:21,38:19.9
1525281,04-03-2023 21:25,40:24.6
1525282,04-03-2023 21:26,41:30.5
1525283,04-03-2023 21:27,46:18.8
1525284,04-03-2023 21:29,44:24.9
1525285,04-03-2023 21:31,46:53.4
1525286,04-03-2023 21:33,48:19.7
1525287,04-03-2023 21:33,52:43.8
1525288,04-03-2023 21:36,51:19.6
1525289,04-03-2023 21:37,55:54.0
1525290,04-03-2023 21:57,13:36.7
1525291,04-03-2023 21:57,13:39.6
1525292,04-03-2023 22:00,15:36.5
1525293,04-03-2023 22:00,15:56.5
1525294,04-03-2023 22:01,27:16.2
1525295,04-03-2023 22:01,16:19.8
1525296,04-03-2023 22:01,17:06.6
1525297,04-03-2023 22:04,19:01.7
1525298,04-03-2023 22:04,21:19.4
1525299,04-03-2023 22:04,21:10.0
1525300,04-03-2023 22:06,07:13.5
1525301,04-03-2023 22:06,21:30.9
1525302,04-03-2023 22:09,24:14.8
1525303,04-03-2023 22:10,27:32.6
1525304,04-03-2023 22:11,26:55.2
1525305,04-03-2023 22:14,29:06.5
1525306,04-03-2023 22:16,52:21.6
1525307,04-03-2023 22:16,34:52.4
1525308,04-03-2023 22:18,33:14.8
1525309,04-03-2023 22:21,36:39.1
1525310,04-03-2023 22:22,37:14.8
1525311,04-03-2023 22:22,39:19.4
1525312,04-03-2023 22:25,34:36.2
1525313,04-03-2023 22:26,41:49.2
1525314,04-03-2023 22:26,43:01.3
1525315,04-03-2023 22:28,43:40.4
1525316,04-03-2023 22:28,44:14.9
1525317,04-03-2023 22:31,48:49.3
1525318,04-03-2023 22:38,54:07.4
1525319,04-03-2023 22:41,56:40.5
1525320,04-03-2023 22:41,01:02.0
1525321,04-03-2023 22:42,59:42.4
1525322,04-03-2023 22:43,01:58.4
1525323,04-03-2023 22:46,02:20.6
1525324,04-03-2023 22:51,06:34.0
1525325,04-03-2023 23:02,17:45.6
1525326,04-03-2023 23:04,34:50.2
1525327,04-03-2023 23:04,19:34.4
1525328,04-03-2023 23:09,27:08.4
1525329,04-03-2023 23:12,27:17.4
1525330,04-03-2023 23:17,38:00.9
1525331,04-03-2023 23:22,37:59.5
1525332,04-03-2023 23:27,51:30.2
1525333,04-03-2023 23:28,43:33.8
1525334,04-03-2023 23:28,50:17.2
1525335,04-03-2023 23:30,45:58.0
1525336,04-03-2023 23:30,45:26.5
1525337,04-03-2023 23:32,48:11.9
1525338,04-03-2023 23:32,49:41.0
1525339,04-03-2023 23:33,53:28.4
1525340,04-03-2023 23:36,52:15.7
1525341,04-03-2023 23:38,54:32.5
1525342,04-03-2023 23:42,01:31.5
1525343,04-03-2023 23:45,00:17.4
1525344,04-03-2023 23:45,00:41.2
1525345,04-03-2023 23:45,01:43.0
1525346,04-03-2023 23:47,03:33.2
1525347,04-03-2023 23:51,07:17.2
1525348,04-03-2023 23:53,08:58.6
1525349,04-03-2023 23:59,14:44.6
1525350,05-03-2023 00:00,25:13.0
1525351,05-03-2023 00:01,21:21.5
1525352,05-03-2023 00:04,19:38.0
1525353,05-03-2023 00:04,27:43.5
1525354,05-03-2023 00:10,26:41.3
1525355,05-03-2023 00:10,25:56.4
1525356,05-03-2023 00:11,27:47.9
1525357,05-03-2023 00:17,33:43.1
1525358,05-03-2023 00:28,44:07.7
1525359,05-03-2023 00:32,47:20.2
1525360,05-03-2023 00:37,55:30.3
1525361,05-03-2023 00:38,54:03.8
1525362,05-03-2023 00:39,54:59.0
1525363,05-03-2023 00:39,55:54.7
1525364,05-03-2023 00:43,59:14.2
1525365,05-03-2023 00:49,05:00.0
1525366,05-03-2023 00:50,06:15.6
1525367,05-03-2023 00:52,07:46.5
1525368,05-03-2023 00:55,12:01.9
1525369,05-03-2023 00:56,13:52.2
1525370,05-03-2023 00:56,15:44.8
1525371,05-03-2023 00:57,14:17.8
1525372,05-03-2023 00:57,12:33.9
1525373,05-03-2023 01:00,16:33.8
1525374,05-03-2023 01:00,16:08.2
1525375,05-03-2023 01:01,16:47.6
1525376,05-03-2023 01:03,20:05.4
1525377,05-03-2023 01:05,20:24.2
1525378,05-03-2023 01:06,21:32.2
1525379,05-03-2023 01:06,26:47.2
1525380,05-03-2023 01:09,28:57.7
1525381,05-03-2023 01:10,25:24.2
1525382,05-03-2023 01:12,28:44.3
1525383,05-03-2023 01:12,28:19.0
1525384,05-03-2023 01:13,28:38.5
1525385,05-03-2023 01:13,05:09.9
1525386,05-03-2023 01:14,29:36.9
1525387,05-03-2023 01:17,44:32.4
1525388,05-03-2023 01:18,34:16.9
1525389,05-03-2023 01:19,35:51.3
1525390,05-03-2023 01:21,38:21.8
1525391,05-03-2023 01:23,40:33.6
1525392,05-03-2023 01:29,44:53.2
1525393,05-03-2023 01:32,47:30.2
1525394,05-03-2023 01:33,53:47.4
1525395,05-03-2023 01:37,52:18.0
1525396,05-03-2023 01:38,53:57.3
1525397,05-03-2023 01:40,34:01.2
1525398,05-03-2023 01:41,58:23.2
1525399,05-03-2023 01:42,00:14.0
1525400,05-03-2023 01:44,02:05.9
1525401,05-03-2023 02:03,18:58.6
1525402,05-03-2023 02:11,30:15.9
1525403,05-03-2023 02:17,34:39.7
1525404,05-03-2023 02:18,33:19.3
1525405,05-03-2023 02:18,33:24.9
1525406,05-03-2023 02:18,49:30.1
1525407,05-03-2023 02:23,39:16.0
1525408,05-03-2023 02:23,38:27.4
1525409,05-03-2023 02:35,52:18.0
1525410,05-03-2023 02:35,53:32.0
1525411,05-03-2023 02:35,53:12.0
1525412,05-03-2023 02:38,58:24.0
1525413,05-03-2023 02:43,58:19.6
1525414,05-03-2023 02:49,04:18.3
1525415,05-03-2023 02:53,10:01.9
1525416,05-03-2023 02:57,12:50.5
1525417,05-03-2023 03:00,15:17.2
1525418,05-03-2023 03:02,17:19.8
1525419,05-03-2023 03:03,18:45.8
1525420,05-03-2023 03:06,21:23.1
1525421,05-03-2023 03:06,21:51.3
1525422,05-03-2023 03:06,22:03.4
1525423,05-03-2023 03:06,22:23.9
1525424,05-03-2023 03:06,22:43.0
1525425,05-03-2023 03:07,26:25.0
1525426,05-03-2023 03:08,32:37.0
1525427,05-03-2023 03:10,26:49.7
1525428,05-03-2023 03:14,29:41.7
1525429,05-03-2023 03:16,32:21.7
1525430,05-03-2023 03:27,42:39.7
1525431,05-03-2023 03:27,42:34.1
1525432,05-03-2023 03:30,46:11.3
1525433,05-03-2023 03:31,47:21.5
1525434,05-03-2023 03:32,49:16.9
1525435,05-03-2023 03:35,54:57.6
1525436,05-03-2023 03:38,53:28.7
1525437,05-03-2023 03:38,53:20.9
1525438,05-03-2023 03:43,03:18.7
1525439,05-03-2023 03:44,04:20.0
1525440,05-03-2023 03:44,00:58.6
1525441,05-03-2023 03:45,02:02.8
1525442,05-03-2023 04:02,18:51.5
1525443,05-03-2023 04:03,19:05.5
1525444,05-03-2023 04:04,19:24.0
1525445,05-03-2023 04:05,21:09.9
1525446,05-03-2023 04:13,31:36.5
1525447,05-03-2023 04:14,31:03.9
1525448,05-03-2023 04:17,32:47.7
1525449,05-03-2023 04:18,34:04.0
1525450,05-03-2023 04:25,44:30.7
1525451,05-03-2023 04:26,44:31.0
1525452,05-03-2023 04:27,43:12.5
1525453,05-03-2023 04:27,42:34.7
1525454,05-03-2023 04:29,44:59.4
1525455,05-03-2023 04:33,51:48.8
1525456,05-03-2023 04:34,53:27.1
1525457,05-03-2023 04:37,53:03.7
1525458,05-03-2023 04:37,53:20.9
1525459,05-03-2023 04:38,54:09.4
1525460,05-03-2023 04:38,54:38.6
1525461,05-03-2023 04:42,00:59.1
1525462,05-03-2023 04:51,07:54.1
1525463,05-03-2023 04:53,09:40.2
1525464,05-03-2023 05:02,19:35.3
1525465,05-03-2023 05:02,17:25.4
1525466,05-03-2023 05:04,22:13.2
1525467,05-03-2023 05:04,19:55.3
1525468,05-03-2023 05:05,24:08.2
1525469,05-03-2023 05:09,25:44.1
1525470,05-03-2023 05:11,28:13.6
1525471,05-03-2023 05:16,31:12.0
1525472,05-03-2023 05:16,31:16.0
1525473,05-03-2023 05:17,33:11.4
1525474,05-03-2023 05:20,35:56.0
1525475,05-03-2023 05:21,38:54.1
1525476,05-03-2023 05:25,41:45.3
1525477,05-03-2023 05:27,44:10.9
1525478,05-03-2023 05:29,45:25.6
1525479,05-03-2023 05:30,48:05.5
1525480,05-03-2023 05:33,48:59.1
1525481,05-03-2023 05:36,51:45.8
1525482,05-03-2023 05:36,04:06.5
1525483,05-03-2023 05:38,53:34.0
1525484,05-03-2023 05:39,54:59.7
1525485,05-03-2023 05:40,55:51.1
1525486,05-03-2023 05:41,11:48.1
1525487,05-03-2023 05:45,01:04.7
1525488,05-03-2023 05:49,04:31.7
1525489,05-03-2023 05:51,07:25.4
1525490,05-03-2023 05:56,12:37.0
1525491,05-03-2023 06:00,15:46.8
1525492,05-03-2023 06:05,24:19.9
1525493,05-03-2023 06:05,21:32.2
1525494,05-03-2023 06:06,21:53.1
1525495,05-03-2023 06:09,24:39.7
1525496,05-03-2023 06:10,26:02.3
1525497,05-03-2023 06:11,26:51.4
1525498,05-03-2023 06:20,37:41.2
1525499,05-03-2023 06:23,39:00.4
1525500,05-03-2023 06:23,38:53.2
1525501,05-03-2023 06:24,39:26.0
1525502,05-03-2023 06:28,43:43.3
1525503,05-03-2023 06:31,46:13.3
1525504,05-03-2023 06:36,55:36.6
1525505,05-03-2023 06:41,56:32.1
1525506,05-03-2023 06:44,00:04.7
1525507,05-03-2023 06:45,01:35.0
1525508,05-03-2023 06:46,03:25.9
1525509,05-03-2023 06:48,03:54.5
1525510,05-03-2023 06:53,08:55.8
1525511,05-03-2023 07:03,20:23.9
1525512,05-03-2023 07:04,28:29.2
1525513,05-03-2023 07:04,19:25.8
1525514,05-03-2023 07:09,24:17.4
1525515,05-03-2023 07:09,42:47.5
1525516,05-03-2023 07:12,28:12.6
1525517,05-03-2023 07:14,29:22.4
1525518,05-03-2023 07:19,39:44.9
1525519,05-03-2023 07:24,39:37.1
1525520,05-03-2023 07:33,48:24.8
1525521,05-03-2023 07:34,50:47.6
1525522,05-03-2023 07:39,54:56.2
1525523,05-03-2023 07:41,07:43.9
1525524,05-03-2023 07:42,57:29.0
1525525,05-03-2023 07:42,58:26.4
1525526,05-03-2023 07:51,07:15.1
1525527,05-03-2023 07:53,09:13.1
1525528,05-03-2023 07:58,17:18.2
1525529,05-03-2023 08:00,17:42.1
1525530,05-03-2023 08:00,16:13.3
1525531,05-03-2023 08:02,25:39.4
1525532,05-03-2023 08:04,26:00.1
1525533,05-03-2023 08:09,25:02.3
1525534,05-03-2023 08:09,24:59.2
1525535,05-03-2023 08:11,26:15.0
1525536,05-03-2023 08:11,26:40.2
1525537,05-03-2023 08:14,30:02.7
1525538,05-03-2023 08:15,30:13.0
1525539,05-03-2023 08:17,35:51.0
1525540,05-03-2023 08:25,41:31.8
1525541,05-03-2023 08:26,41:32.2
1525542,05-03-2023 08:30,45:50.2
1525543,05-03-2023 08:32,49:44.9
1525544,05-03-2023 08:37,53:22.0
1525545,05-03-2023 08:40,55:28.9
1525546,05-03-2023 08:42,57:45.0
1525547,05-03-2023 08:42,58:08.5
1525548,05-03-2023 08:46,02:45.0
1525549,05-03-2023 08:53,14:33.3
1525550,05-03-2023 08:55,10:32.1
1525551,05-03-2023 08:58,19:50.8
1525552,05-03-2023 08:58,14:51.5
1525553,05-03-2023 08:59,22:10.7
1525554,05-03-2023 09:01,16:47.7
1525555,05-03-2023 09:02,17:06.4
1525556,05-03-2023 09:06,22:13.6
1525557,05-03-2023 09:13,31:43.6
1525558,05-03-2023 09:17,32:46.0
1525559,05-03-2023 09:19,34:31.9
1525560,05-03-2023 09:22,37:06.4
1525561,05-03-2023 09:24,40:51.3
1525562,05-03-2023 09:26,41:51.6
1525563,05-03-2023 09:31,47:09.0
1525564,05-03-2023 09:31,48:51.4
1525565,05-03-2023 09:31,48:27.6
1525566,05-03-2023 09:39,54:41.9
1525567,05-03-2023 09:42,57:57.5
1525568,05-03-2023 09:43,59:47.9
1525569,05-03-2023 09:44,59:25.5
1525570,05-03-2023 09:56,12:40.3
1525571,05-03-2023 09:58,19:50.9
1525572,05-03-2023 09:59,14:16.5
1525573,05-03-2023 10:00,15:34.4
1525574,05-03-2023 10:00,16:02.9
1525575,05-03-2023 10:00,16:46.8
1525576,05-03-2023 10:01,18:53.8
1525577,05-03-2023 10:06,22:34.1
1525578,05-03-2023 10:11,26:56.7
1525579,05-03-2023 10:12,28:24.0
1525580,05-03-2023 10:16,32:18.9
1525581,05-03-2023 10:18,50:26.8
1525582,05-03-2023 10:18,35:44.2
1525583,05-03-2023 10:25,40:38.3
1525584,05-03-2023 10:27,42:52.8
1525585,05-03-2023 10:30,45:19.4
1525586,05-03-2023 10:31,47:00.3
1525587,05-03-2023 10:38,02:08.4
1525588,05-03-2023 10:38,54:08.4
1525589,05-03-2023 10:40,55:19.4
1525590,05-03-2023 10:40,56:30.9
1525591,05-03-2023 10:43,58:30.8
1525592,05-03-2023 10:44,09:26.2
1525593,05-03-2023 10:48,03:26.6
1525594,05-03-2023 10:50,05:48.4
1525595,05-03-2023 10:52,11:20.2
1525596,05-03-2023 10:52,08:27.1
1525597,05-03-2023 10:52,09:05.6
1525598,05-03-2023 10:53,08:10.0
1525599,05-03-2023 10:55,11:02.0
1525600,05-03-2023 10:56,18:59.8
1525601,05-03-2023 11:00,16:57.5
1525602,05-03-2023 11:05,22:00.8
1525603,05-03-2023 11:05,23:00.0
1525604,05-03-2023 11:05,21:48.7
1525605,05-03-2023 11:06,21:01.3
1525606,05-03-2023 11:08,30:06.0
1525607,05-03-2023 11:08,23:55.1
1525608,05-03-2023 11:11,27:21.1
1525609,05-03-2023 11:11,26:59.8
1525610,05-03-2023 11:13,43:50.3
1525611,05-03-2023 11:17,32:14.4
1525612,05-03-2023 11:20,35:55.3
1525613,05-03-2023 11:24,39:54.0
1525614,05-03-2023 11:25,40:18.7
1525615,05-03-2023 11:26,42:28.2
1525616,05-03-2023 11:26,42:23.3
1525617,05-03-2023 11:34,49:14.4
1525618,05-03-2023 11:37,34:30.0
1525619,05-03-2023 11:40,58:39.0
1525620,05-03-2023 11:43,58:42.7
1525621,05-03-2023 11:47,02:07.5
1525622,05-03-2023 11:49,04:51.9
1525623,05-03-2023 11:56,12:07.9
1525624,05-03-2023 11:57,12:56.1
1525625,05-03-2023 11:57,12:56.7
1525626,05-03-2023 12:01,17:10.2
1525627,05-03-2023 12:01,21:45.1
1525628,05-03-2023 12:02,17:55.9
1525629,05-03-2023 12:05,20:41.3
1525630,05-03-2023 12:06,21:06.5
1525631,05-03-2023 12:12,27:55.6
1525632,05-03-2023 12:16,31:52.6
1525633,05-03-2023 12:17,32:44.2
1525634,05-03-2023 12:21,36:47.1
1525635,05-03-2023 12:27,50:21.9
1525636,05-03-2023 12:29,44:01.4
1525637,05-03-2023 12:29,44:33.2
1525638,05-03-2023 12:31,46:29.2
1525639,05-03-2023 12:33,48:55.2
1525640,05-03-2023 12:34,53:03.3
1525641,05-03-2023 12:36,51:43.6
1525642,05-03-2023 12:41,58:21.3
1525643,05-03-2023 12:43,58:17.0
1525644,05-03-2023 12:43,58:53.3
1525645,05-03-2023 12:46,44:16.6
1525646,05-03-2023 12:47,03:08.0
1525647,05-03-2023 12:49,05:02.7
1525648,05-03-2023 12:58,14:39.7
1525649,05-03-2023 13:02,19:46.7
1525650,05-03-2023 13:05,22:18.8
1525651,05-03-2023 13:17,33:32.9
1525652,05-03-2023 13:18,33:26.5
1525653,05-03-2023 13:18,33:44.3
1525654,05-03-2023 13:20,36:11.8
1525655,05-03-2023 13:22,38:19.9
1525656,05-03-2023 13:27,48:15.0
1525657,05-03-2023 13:35,50:10.9
1525658,05-03-2023 13:36,53:18.0
1525659,05-03-2023 13:38,53:56.6
1525660,05-03-2023 13:38,54:21.4
1525661,05-03-2023 13:38,54:09.7
1525662,05-03-2023 13:39,00:30.3
1525663,05-03-2023 13:43,59:09.7
1525664,05-03-2023 13:49,04:12.0
1525665,05-03-2023 13:51,07:07.2
1525666,05-03-2023 13:52,07:44.7
1525667,05-03-2023 13:54,10:16.0
1525668,05-03-2023 13:54,10:54.1
1525669,05-03-2023 13:55,12:29.8
1525670,05-03-2023 13:55,33:46.7
1525671,05-03-2023 13:58,14:09.3
1525672,05-03-2023 13:59,15:34.4
1525673,05-03-2023 14:01,16:38.3
1525674,05-03-2023 14:06,28:16.0
1525675,05-03-2023 14:12,28:08.0
1525676,05-03-2023 14:14,29:20.6
1525677,05-03-2023 14:17,33:10.6
1525678,05-03-2023 14:17,33:39.3
1525679,05-03-2023 14:18,33:51.1
1525680,05-03-2023 14:20,36:52.2
1525681,05-03-2023 14:20,37:20.2
1525682,05-03-2023 14:24,39:23.8
1525683,05-03-2023 14:24,39:58.0
1525684,05-03-2023 14:28,45:28.8
1525685,05-03-2023 14:30,45:23.5
1525686,05-03-2023 14:30,45:56.9
1525687,05-03-2023 14:31,47:40.1
1525688,05-03-2023 14:40,59:09.3
1525689,05-03-2023 14:46,02:48.0
1525690,05-03-2023 14:56,11:49.7
1525691,05-03-2023 14:57,15:31.6
1525692,05-03-2023 15:01,18:30.5
1525693,05-03-2023 15:02,18:15.6
1525694,05-03-2023 15:03,22:05.4
1525695,05-03-2023 15:07,23:21.8
1525696,05-03-2023 15:09,25:13.5
1525697,05-03-2023 15:11,31:03.6
1525698,05-03-2023 15:23,43:21.0
1525699,05-03-2023 15:25,05:32.4
1525700,05-03-2023 15:27,42:44.7
1525701,05-03-2023 15:31,47:01.2
1525702,05-03-2023 15:32,50:33.3
1525703,05-03-2023 15:32,47:29.3
1525704,05-03-2023 15:33,49:23.2
1525705,05-03-2023 15:35,51:15.7
1525706,05-03-2023 15:39,54:08.2
1525707,05-03-2023 15:43,59:38.4
1525708,05-03-2023 15:44,59:46.3
1525709,05-03-2023 15:47,03:05.7
1525710,05-03-2023 15:48,03:53.0
1525711,05-03-2023 15:51,12:55.6
1525712,05-03-2023 15:55,10:38.8
1525713,05-03-2023 15:57,16:08.0
1525714,05-03-2023 16:01,17:05.6
1525715,05-03-2023 16:06,22:15.6
1525716,05-03-2023 16:09,25:15.3
1525717,05-03-2023 16:11,27:57.9
1525718,05-03-2023 16:18,58:55.3
1525719,05-03-2023 16:19,34:47.5
1525720,05-03-2023 16:26,42:53.7
1525721,05-03-2023 16:38,54:27.7
1525722,05-03-2023 16:39,54:16.6
1525723,05-03-2023 16:42,58:03.9
1525724,05-03-2023 16:47,02:56.9
1525725,05-03-2023 16:50,17:32.6
1525726,05-03-2023 16:52,07:40.7
1525727,05-03-2023 16:54,09:58.9
1525728,05-03-2023 16:55,13:55.6
1525729,05-03-2023 16:56,12:02.7
1525730,05-03-2023 17:00,15:21.7
1525731,05-03-2023 17:02,18:00.3
1525732,05-03-2023 17:06,21:49.6
1525733,05-03-2023 17:08,23:15.7
1525734,05-03-2023 17:09,24:30.5
1525735,05-03-2023 17:11,26:53.3
1525736,05-03-2023 17:15,30:13.8
1525737,05-03-2023 17:18,36:12.6
1525738,05-03-2023 17:20,35:19.6
1525739,05-03-2023 17:20,38:00.3
1525740,05-03-2023 17:27,42:45.8
1525741,05-03-2023 17:29,44:44.6
1525742,05-03-2023 17:29,08:02.2
1525743,05-03-2023 17:30,45:47.9
1525744,05-03-2023 17:36,51:44.9
1525745,05-03-2023 17:46,01:16.0
1525746,05-03-2023 17:47,02:15.8
1525747,05-03-2023 17:50,17:02.7
1525748,05-03-2023 17:52,08:40.6
1525749,05-03-2023 17:54,09:28.2
1525750,05-03-2023 17:59,15:32.6
